#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_003812-T1        -           1003 5530at5125           -            785         0 1165.8  28.7   1   4     3e-27     9e-24   82.4   0.1     1    59     1    59     1    67 0.96 FUN_003812
FUN_003812-T1        -           1003 5530at5125           -            785         0 1165.8  28.7   2   4     1e-82   3.1e-79  265.8   5.2    57   251    80   297    76   313 0.91 FUN_003812
FUN_003812-T1        -           1003 5530at5125           -            785         0 1165.8  28.7   3   4   1.1e-42   3.4e-39  133.4   0.0   254   368   366   507   355   513 0.83 FUN_003812
FUN_003812-T1        -           1003 5530at5125           -            785         0 1165.8  28.7   4   4  5.2e-210  1.6e-206  686.8  11.0   366   785   526  1000   522  1000 0.93 FUN_003812
FUN_000065-T1        -            559 5530at5125           -            785   6.5e-11   39.9   3.9   1   4   1.8e-05     0.055   10.4   0.0   456   490    84   118    74   131 0.88 FUN_000065
FUN_000065-T1        -            559 5530at5125           -            785   6.5e-11   39.9   3.9   2   4   0.00021      0.64    6.8   0.0   462   526   131   194   118   202 0.77 FUN_000065
FUN_000065-T1        -            559 5530at5125           -            785   6.5e-11   39.9   3.9   3   4   8.8e-07    0.0026   14.7   0.1   452   529   203   281   196   304 0.85 FUN_000065
FUN_000065-T1        -            559 5530at5125           -            785   6.5e-11   39.9   3.9   4   4   0.00026      0.79    6.5   0.1   440   530   359   448   340   503 0.81 FUN_000065
FUN_006534-T1        -            551 5530at5125           -            785   4.7e-08   30.4   0.0   1   3   6.5e-06     0.019   11.9   0.0   455   528   120   193    91   224 0.87 FUN_006534
FUN_006534-T1        -            551 5530at5125           -            785   4.7e-08   30.4   0.0   2   3   3.3e-06    0.0099   12.8   0.1   432   536   266   370   251   372 0.93 FUN_006534
FUN_006534-T1        -            551 5530at5125           -            785   4.7e-08   30.4   0.0   3   3    0.0058        18    2.1   0.0   454   525   372   446   367   458 0.80 FUN_006534
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/5530at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Trichoderma_reesei_CBS999.97.proteins.fa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Treesei_CBS999.97/run_hypocreales_odb10/hmmer_output/initial_run_results/5530at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/5530at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Trichoderma_reesei_CBS999.97.proteins.fa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:39:43 2024
# [ok]
